"","storm_number","storm_name","typea","datesb_utc","max_winds_kt","min_pressure_mb","accumulated_cyclone_energyc_x104_kt2","direct_deathsd","u_s_damagee_million","tropical_cyclone_report_status","year","basin","source"
"1190",4,"Danny","TS","27 Jun–29 Jun",40,1009,0.4,0,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1191",5,"Elsa","HU","30 Jun–09 Jul",75,991,9.9,13,1200,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1192",6,"Fred","TS","11 Aug–17 Aug",55,991,2.4,6,1300,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1193",7,"Grace","MH","13 Aug–21 Aug",105,967,8.6,16,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1194",8,"Henri","HU","15 Aug–23 Aug",65,986,7.8,0,700,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1195",9,"Ida","MH","26 Aug–01 Sep",130,929,10.6,55,75000,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1196",10,"Kate","TS","28 Aug–01 Sep",40,1004,0.7,0,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1197",11,"Julian","TS","28 Aug–30 Aug",50,993,1.1,0,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1198",12,"Larry","MH","31 Aug–11 Sep",110,953,31.9,5,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1199",13,"Mindy","TS","08 Sep–09 Sep",50,1000,0.4,0,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1200",14,"Nicholas","HU","12 Sep–15 Sep",65,988,2.4,2,1000,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1201",15,"Odette","TS","17 Sep–18 Sep",40,1005,0.4,0,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1202",16,"Peter","TS","19 Sep–22 Sep",45,1005,1.8,0,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1203",17,"Rose","TS","19 Sep–22 Sep",50,1004,1.4,0,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1204",18,"Sam","MH","22 Sep–05 Oct",135,927,54,0,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1205",19,"Teresa","SS","24 Sep–25 Sep",40,1008,0.6,0,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1206",20,"Victor","TS","29 Sep–04 Oct",55,997,2.4,0,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1207",21,"Wanda","TS","30 Oct–07 Nov",50,983,5.7,0,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1208",1,"Andres","TS","09 May–11 May",35,1005,0.6,0,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1209",2,"Blanca","TS","30 May–03 Jun",50,998,1.7,0,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1210",3,"Carlos","TS","12 Jun–16 Jun",45,1003,1.3,0,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1211",4,"Dolores","TS","18 Jun–20 Jun",60,989,1.3,3,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1212",5,"Enrique","HU","25 Jun–30 Jun",80,972,7.7,2,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1213",6,"Felicia","MH","14 Jul–20 Jul",125,945,21.4,0,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1214",7,"Guillermo","TS","17 Jul–19 Jul",50,999,1.6,0,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1215",8,"Hilda","HU","30 Jul–06 Aug",75,985,8.3,0,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1216",9,"Jimena","TS","30 Jul–06 Aug",35,1004,0.6,0,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1217",10,"Ignacio","TS","01 Aug–03 Aug",35,1004,0.4,0,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1218",11,"Kevin","TS","07 Aug–12 Aug",55,994,3.2,0,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1219",12,"Linda","MH","10 Aug–19 Aug",115,953,25.4,0,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1220",13,"Marty","TS","23 Aug–24 Aug",40,1002,0.7,0,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1221",14,"Nora","HU","25 Aug–30 Aug",75,976,4.6,3,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1222",15,"Olaf","HU","07 Sep–11 Sep",90,975,3.7,1,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1223",16,"Pamela","HU","10 Oct–13 Oct",65,987,4.2,2,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1224",17,"Rick","HU","22 Oct–25 Oct",90,977,6.7,1,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1225",18,"Terry","TS","04 Nov–10 Nov",35,1006,0.5,0,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1226",19,"Sandra","TS","07 Nov–09 Nov",35,1005,0.6,0,0,"Final",2021,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=epac"
"1227",6,"Felicia","MH^","14 Jul–20 Jul",125,945,0,NA,NA,NA,2021,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=cpac"
"1228",9,"Jimena","TS^","30 Jul–06 Aug",35,1004,0,NA,NA,NA,2021,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=cpac"
"1229",12,"Linda","MH^","10 Aug–19 Aug",115,953,0,NA,NA,NA,2021,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=cpac"
"1230",1,"Alex","TS","05 Jun–06 Jun",60,984,1.6,4,0,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1231",2,"Bonnie","TS","01 Jul–02 Jul",50,996,0.8,5,0,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1232",3,"Colin","TS","01 Jul–02 Jul",35,1011,0.4,1,0,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1233",4,"Four","PTC","19 Aug–21 Aug",30,1009,0,NA,NA,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1234",5,"Danielle","HU","01 Sep–08 Sep",75,972,12,0,0,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1235",6,"Earl","HU","02 Sep–10 Sep",95,948,14.7,2,0,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1236",7,"Fiona","MH","14 Sep–23 Sep",120,931,26.6,7,2500,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1237",8,"Gaston","TS","20 Sep–25 Sep",55,994,5.1,0,0,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1238",9,"Ian","MH","23 Sep–30 Sep",140,937,17.5,66,112900,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1239",10,"Hermine","TS","23 Sep–24 Sep",35,1003,0.4,0,0,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1240",11,"Eleven","TD","28 Sep–29 Sep",30,1008,0,0,0,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1241",12,"Twelve","TD","04 Oct–06 Oct",30,1007,0,0,0,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1242",13,"Julia","HU","07 Oct–09 Oct",75,982,3,35,0,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1243",14,"Karl","TS","11 Oct–14 Oct",50,997,2.1,3,0,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1244",15,"Lisa","HU","31 Oct–05 Nov",80,985,3.4,0,0,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1245",16,"Martin","HU","01 Nov–03 Nov",75,965,3,0,0,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1246",17,"Nicole","HU","07 Nov–11 Nov",65,980,4.1,0,1000,"Final",2022,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=atl"
"1247",1,"Agatha","HU","28 May–31 May",95,964,6.7,9,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1248",2,"Blas","HU","14 Jun–19 Jun",75,978,7.9,0,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1249",3,"Celia","TS","16 Jun–28 Jun",50,997,5.7,0,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1250",4,"Bonnie","MH","02 Jul–09 Jul",100,964,15.5,5,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1251",5,"Darby","MH","09 Jul–17 Jul",120,953,15.2,0,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1252",6,"Estelle","HU","15 Jul–21 Jul",75,985,7.5,0,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1253",7,"Frank","HU","26 Jul–02 Aug",80,976,9.3,0,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1254",8,"Georgette","TS","27 Jul–03 Aug",50,998,3.1,0,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1255",9,"Howard","HU","06 Aug–10 Aug",75,983,4.4,0,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1256",10,"Ivette","TS","13 Aug–16 Aug",35,1005,0.2,0,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1257",11,"Javier","TS","01 Sep–03 Sep",45,999,1.1,0,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1258",12,"Kay","HU","04 Sep–09 Sep",85,968,8.5,5,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1259",13,"Lester","TS","15 Sep–17 Sep",35,1005,0.6,1,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1260",14,"Madeline","TS","16 Sep–20 Sep",55,991,2.4,2,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1261",15,"Newton","TS","21 Sep–25 Sep",55,997,2.3,0,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1262",16,"Orlene","MH","28 Sep–03 Oct",115,954,9.9,0,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1263",17,"Paine","TS","03 Oct–05 Oct",40,1005,0.8,0,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1264",18,"Julia","TS","10 Oct–10 Oct",40,993,0.3,35,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1265",19,"Roslyn","MH","20 Oct–23 Oct",115,954,9.4,3,0,"Final",2022,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=epac"
"1266",5,"Darby","MH^","09 Jul–17 Jul",120,953,3.9,NA,NA,NA,2022,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2022&basin=cpac"
"1267",1,"Unnamed","SS","16 Jan–17 Jan",60,976,1.4,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1268",2,"Arlene","TS","01 Jun–03 Jun",35,998,0.5,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1269",3,"Bret","TS","19 Jun–24 Jun",60,996,4.5,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1270",4,"Cindy","TS","22 Jun–26 Jun",50,1004,2.5,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1271",5,"Don","HU","14 Jul–24 Jul",65,986,6.7,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1272",6,"Gert","TS","19 Aug–04 Sep",50,998,2.7,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1273",7,"Emily","TS","20 Aug–21 Aug",45,998,0.8,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1274",8,"Franklin","MH","20 Aug–01 Sep",130,926,26.4,3,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1275",9,"Harold","TS","21 Aug–23 Aug",50,995,0.6,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1276",10,"Idalia","MH","26 Aug–31 Aug",115,942,7.1,8,3600,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1277",11,"Jose","TS","29 Aug–01 Sep",55,996,1.8,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1278",12,"Katia","TS","31 Aug–04 Sep",50,998,1.3,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1279",13,"Lee","MH","05 Sep–16 Sep",145,926,36.7,4,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1280",14,"Margot","HU","07 Sep–16 Sep",80,969,12.5,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1281",15,"Nigel","HU","15 Sep–22 Sep",85,971,10.5,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1282",16,"Ophelia","TS","22 Sep–23 Sep",60,981,1.5,0,450,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1283",17,"Philippe","TS","23 Sep–06 Oct",50,998,9.6,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1284",18,"Rina","TS","28 Sep–01 Oct",45,999,2.2,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1285",19,"Sean","TS","10 Oct–15 Oct",40,1005,1.3,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1286",20,"Tammy","HU","18 Oct–28 Oct",95,965,17.4,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1287",21,"Twenty-One","TD","23 Oct–24 Oct",25,1007,0,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1288",22,"Twenty-Two","PTC","16 Nov–18 Nov",30,1004,0,0,0,"Final",2023,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=atl"
"1289",1,"Adrian","HU","27 Jun–02 Jul",90,970,8.8,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1290",2,"Beatriz","HU","29 Jun–01 Jul",75,992,2.6,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1291",3,"Calvin","MH","11 Jul–19 Jul",110,953,12.7,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1292",4,"Four-E","TD","20 Jul–21 Jul",30,1006,0,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1293",5,"Dora","MH","31 Jul–17 Aug",130,939,21.8,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1294",6,"Eugene","TS","05 Aug–07 Aug",60,992,1.9,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1295",7,"Fernanda","MH","12 Aug–17 Aug",115,949,11.3,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1296",8,"Greg","TS^","14 Aug–18 Aug",55,994,0.1,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1297",9,"Hilary","MH","16 Aug–20 Aug",120,940,13.2,3,900,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1298",10,"Irwin","TS","26 Aug–29 Aug",40,998,1.1,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1299",11,"Jova","MH","04 Sep–10 Sep",140,926,16.1,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1300",12,"Twelve-E","TD","15 Sep–18 Sep",30,1006,0,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1301",13,"Kenneth","TS","19 Sep–22 Sep",45,1000,1.8,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1302",14,"Fourteen-E","TD","23 Sep–24 Sep",30,1006,0,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1303",15,"Lidia","MH","03 Oct–11 Oct",120,942,12,3,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1304",16,"Max","TS","08 Oct–10 Oct",60,990,1.2,2,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1305",17,"Norma","MH","17 Oct–23 Oct",115,939,14.9,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1306",18,"Otis","MH","22 Oct–25 Oct",145,922,7.4,52,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1307",19,"Pilar","TS","28 Oct–05 Nov",55,995,5.4,4,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1308",20,"Ramon","TS","21 Nov–26 Nov",40,1002,0.9,0,0,"Final",2023,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=epac"
"1309",3,"Calvin","MH^","11 Jul–19 Jul",110,953,1.7,NA,NA,NA,2023,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=cpac"
"1310",5,"Dora","MH^","31 Jul–17 Aug",130,939,28.1,NA,NA,NA,2023,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=cpac"
"1311",7,"Fernanda","MH^","12 Aug–17 Aug",115,949,0,NA,NA,NA,2023,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=cpac"
"1312",8,"Greg","TS","14 Aug–18 Aug",55,994,3,NA,NA,NA,2023,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=cpac"
"1313",10,"Irwin","TS^","26 Aug–29 Aug",40,998,0,NA,NA,NA,2023,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=cpac"
"1314",11,"Jova","MH^","04 Sep–10 Sep",140,926,0,NA,NA,NA,2023,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=cpac"
"1315",12,"Twelve-C","TD^","15 Sep–18 Sep",30,1006,0,NA,NA,NA,2023,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=cpac"
"1316",14,"Fourteen-C","TD^","23 Sep–24 Sep",30,1006,0,NA,NA,NA,2023,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2023&basin=cpac"
"1317",1,"Alberto","TS","19 Jun–20 Jun",45,992,0.8,2,125,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1318",2,"Beryl","MH","28 Jun–09 Jul",145,932,34.5,35,7200,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1319",3,"Chris","TS","30 Jun–01 Jul",40,1005,0.1,5,0,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1320",4,"Debby","HU","03 Aug–08 Aug",70,979,4.9,12,2500,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1321",5,"Ernesto","HU","12 Aug–20 Aug",85,967,14.4,3,0,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1322",6,"Francine","HU","09 Sep–12 Sep",90,972,4.8,0,1300,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1323",7,"Gordon","TS","11 Sep–17 Sep",40,1004,1.3,0,0,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1324",8,"Eight","PTC","15 Sep–17 Sep",50,1004,0,NA,NA,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1325",9,"Helene","MH","24 Sep–27 Sep",120,939,7,176,78700,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1326",10,"Isaac","HU","25 Sep–30 Sep",90,963,7.9,0,0,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1327",11,"Joyce","TS","27 Sep–30 Sep",45,1001,1.7,0,0,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1328",12,"Kirk","MH","29 Sep–07 Oct",130,928,23.7,0,0,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1329",13,"Leslie","HU","02 Oct–12 Oct",90,970,16.1,0,0,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1330",14,"Milton","MH","05 Oct–10 Oct",155,895,22.5,15,34300,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1331",15,"Nadine","TS","19 Oct–20 Oct",50,1002,0.7,7,0,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1332",16,"Oscar","HU","19 Oct–22 Oct",75,984,4.5,8,0,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1333",17,"Patty","TS","01 Nov–04 Nov",55,982,2.3,0,0,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
"1334",18,"Rafael","MH","04 Nov–10 Nov",105,954,12.3,2,0,"Final",2024,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2024&basin=atl"
